42, 10728, 255.429, 0, 1, 19.3996
42, 10728, 255.429, 1, 1, 15.5704
42, 10728, 255.429, 1, 2, 18.9876
42, 10728, 255.429, 1, 3, 16.454
42, 10728, 255.429, 2, 1, 13.6837
42, 10728, 255.429, 2, 2, 15.3917
42, 10728, 255.429, 2, 3, 13.8784
42, 10728, 255.429, 3, 1, 11.7761
62, 14621, 235.823, 0, 1, 17.1206
62, 14621, 235.823, 1, 1, 14.0451
62, 14621, 235.823, 1, 2, 15.8407
62, 14621, 235.823, 1, 3, 15.8407
62, 14621, 235.823, 2, 1, 12.4753
62, 14621, 235.823, 2, 2, 13.5005
62, 14621, 235.823, 2, 3, 13.5005
62, 14621, 235.823, 3, 1, 10.9031
26, 6855, 263.654, 0, 1, 18.5772
26, 6855, 263.654, 1, 1, 15.0659
26, 6855, 263.654, 1, 2, 16.8015
26, 6855, 263.654, 1, 3, 16.8015
26, 6855, 263.654, 2, 1, 13.2081
26, 6855, 263.654, 2, 2, 14.076
26, 6855, 263.654, 2, 3, 14.076
26, 6855, 263.654, 3, 1, 11.4824
29, 7187, 247.828, 0, 1, 17.3599
29, 7187, 247.828, 1, 1, 14.2317
29, 7187, 247.828, 1, 2, 15.4227
29, 7187, 247.828, 1, 3, 15.4227
29, 7187, 247.828, 2, 1, 12.6088
29, 7187, 247.828, 2, 2, 13.2847
29, 7187, 247.828, 2, 3, 13.2847
29, 7187, 247.828, 3, 1, 10.9725
58, 14279, 246.19, 0, 1, 19.218
58, 14279, 246.19, 1, 1, 15.5207
58, 14279, 246.19, 1, 2, 17.8711
58, 14279, 246.19, 1, 3, 16.8583
58, 14279, 246.19, 2, 1, 13.612
58, 14279, 246.19, 2, 2, 14.8585
58, 14279, 246.19, 2, 3, 14.2363
58, 14279, 246.19, 3, 1, 11.7233
3, 682, 227.333, 0, 1, 17.4872
3, 682, 227.333, 1, 1, 14.5106
3, 682, 227.333, 1, 2, 15.8605
3, 682, 227.333, 1, 3, 16.2381
3, 682, 227.333, 2, 1, 12.6296
3, 682, 227.333, 2, 2, 13.3725
3, 682, 227.333, 2, 3, 13.9184
3, 682, 227.333, 3, 1, 11.1803
19, 4934, 259.684, 0, 1, 16.7823
19, 4934, 259.684, 1, 1, 13.9379
19, 4934, 259.684, 1, 2, 15.8141
19, 4934, 259.684, 1, 3, 15.8141
19, 4934, 259.684, 2, 1, 12.3659
19, 4934, 259.684, 2, 2, 13.4441
19, 4934, 259.684, 2, 3, 13.4441
19, 4934, 259.684, 3, 1, 10.7965
40, 10465, 261.625, 0, 1, 17.3549
40, 10465, 261.625, 1, 1, 14.2575
40, 10465, 261.625, 1, 2, 16.026
40, 10465, 261.625, 1, 3, 14.6364
40, 10465, 261.625, 2, 1, 12.6848
40, 10465, 261.625, 2, 2, 13.5733
40, 10465, 261.625, 2, 3, 12.6848
40, 10465, 261.625, 3, 1, 11.0042
26, 5679, 218.423, 0, 1, 18.8671
26, 5679, 218.423, 1, 1, 15.2252
26, 5679, 218.423, 1, 2, 16.6053
26, 5679, 218.423, 1, 3, 16.6053
26, 5679, 218.423, 2, 1, 13.4893
26, 5679, 218.423, 2, 2, 14.1269
26, 5679, 218.423, 2, 3, 14.1269
26, 5679, 218.423, 3, 1, 11.6135
12, 2676, 223, 0, 1, 17.1538
12, 2676, 223, 1, 1, 14.1587
12, 2676, 223, 1, 2, 16.4172
12, 2676, 223, 1, 3, 16.4172
12, 2676, 223, 2, 1, 12.5047
12, 2676, 223, 2, 2, 13.7938
12, 2676, 223, 2, 3, 13.7938
12, 2676, 223, 3, 1, 10.9224
1, 127, 127, 0, 1, 18.1429
1, 127, 127, 1, 1, 15.875
1, 127, 127, 1, 2, 12.7
1, 127, 127, 1, 3, 12.7
1, 127, 127, 2, 1, 12.7
1, 127, 127, 2, 2, 12.7
1, 127, 127, 2, 3, 12.7
1, 127, 127, 3, 1, 11.5455
42, 10795, 257.024, 0, 1, 17.1895
42, 10795, 257.024, 1, 1, 14.1296
42, 10795, 257.024, 1, 2, 16.6077
42, 10795, 257.024, 1, 3, 14.5289
42, 10795, 257.024, 2, 1, 12.5232
42, 10795, 257.024, 2, 2, 13.822
42, 10795, 257.024, 2, 3, 12.5087
42, 10795, 257.024, 3, 1, 10.9151
10, 2322, 232.2, 0, 1, 18.878
10, 2322, 232.2, 1, 1, 15.0779
10, 2322, 232.2, 1, 2, 18.4286
10, 2322, 232.2, 1, 3, 16.8261
10, 2322, 232.2, 2, 1, 13.422
10, 2322, 232.2, 2, 2, 14.7898
10, 2322, 232.2, 2, 3, 14.3333
10, 2322, 232.2, 3, 1, 11.4384
32, 7210, 225.313, 0, 1, 17.2902
32, 7210, 225.313, 1, 1, 14.1929
32, 7210, 225.313, 1, 2, 16.6898
32, 7210, 225.313, 1, 3, 15.5724
32, 7210, 225.313, 2, 1, 12.561
32, 7210, 225.313, 2, 2, 14
32, 7210, 225.313, 2, 3, 13.2537
32, 7210, 225.313, 3, 1, 10.9408
16, 4020, 251.25, 0, 1, 18.2727
16, 4020, 251.25, 1, 1, 14.8889
16, 4020, 251.25, 1, 2, 17.7093
16, 4020, 251.25, 1, 3, 16.2097
16, 4020, 251.25, 2, 1, 13.1803
16, 4020, 251.25, 2, 2, 14.6182
16, 4020, 251.25, 2, 3, 13.7201
16, 4020, 251.25, 3, 1, 11.3239
41, 11029, 269, 0, 1, 17.1258
41, 11029, 269, 1, 1, 14.1216
41, 11029, 269, 1, 2, 16.5352
