0
0
73
0	424	0	3.84	0	0	6.74	1.82	0.08	0.56	2.98	1.14	0	0.9	0.32	2.32	0.24	0.14	2.62	0	0	4.94	0.12	0	0	0.66	0	1.48	3.28	0	0.34	2.38	0	0.12	0.84	2.28	0.96	0	0.82	0.84	0	1.4	0.3	2.42	0	2.58	1.36	0	1.56	2.14	0	0	0.24	1.86	6.34	0	0	0	0.6	0.12	0	117.38	0.02	0	0.24	1.56	0	0	0	0	0.94	0	0	0	0	
1	486	9.2	0	5	8.96	7.16	9.58	11.86	9.34	17.68	8.64	8.28	10.12	9.08	9.64	8.18	8.24	8.56	8.88	10.1	9	7.98	8.54	7.76	8.16	19.5	11.92	10.98	10.5	13.84	11.46	11.36	10.18	11.94	8.68	7.6	9.9	8.84	7.4	13.9	7.36	8.88	9.66	8.24	9.56	8.24	8.82	10.54	10.3	7.44	7.88	8.48	9.76	10.88	9.3	7.76	9.76	7.46	7.22	8.2	121.94	8.18	8.84	7.56	14.04	8.26	0	0	0	0	0	0	0	0	
2	653	0	50	0	59.6	0	0	0	0	0	0	0	0	0	47.2	0	0	93.6	47.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.6	0	0	0	0	0	0	0	0	0	0	0	0	0	79.8	0	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	
3	388	0	4.44	5.96	0	0.48	2.74	3.62	2.2	5.78	0.18	0	0.9	5.12	1.88	2.56	1.02	5.76	2.12	5.1	0.44	4.94	0.32	0.56	0.64	0	2.54	12.94	1.02	0.3	1.22	0.56	0.64	2.32	0.24	0.96	1.22	0.72	0	0.22	10.1	5.58	1.28	0.24	9.98	1.9	0.56	0.8	2.96	2.64	0	5.2	2.7	5.6	9.9	0.66	0	0.44	0	0	104.34	3.16	0.2	0.48	4.14	2.6	0	0	0	0	0	0	0	0	
4	512	13.12	4.06	0	0.72	0	3.86	1.46	2.1	2.92	5.4	0.82	2.66	2.46	1.06	3.58	4.18	1.66	7.94	1.36	3.06	9.04	5.36	3.5	2.36	4.4	3.78	1.78	1.8	0.84	0.96	2.28	0.96	2.9	7.12	3.64	8.7	6.78	5	5.8	5.68	1.24	4.54	5.48	5.66	4.42	7.9	1.96	2.3	0.98	1.46	2.06	4.12	8.76	6.04	0.72	0.72	1.16	3.6	6.6	130.12	5.98	2.2	1.2	5.2	3	0	0	0	0	0	10.26	0	0	
5	713	7.92	11.16	0	8.76	9.56	0	8.5	14.7	9.82	10.46	8.5	9.3	8.7	12.28	7.9	8.48	9.48	8.4	8.5	9.2	8.3	8.4	8.12	8.7	9	9.2	10.12	8.4	8.6	8.4	8.4	9	9.04	11.7	9.06	8.5	8.1	7.8	8.42	8.1	8.4	9.4	8.3	10.24	9	17.9	9.94	10.44	8.78	8.14	8.4	9.96	10.92	8.5	8.5	8.4	8.1	8.2	7.8	119.2	8.12	9.02	9.14	10.48	8.96	0	0	0	3.98	0	0	0	0	
6	905	0.2	7.7	0	8.4	1.32	2.1	0	8.32	2.98	0.32	0	2.94	11.28	0.68	0.7	4.92	9.46	8.28	2.04	8.14	1.64	0	0.8	0.6	1.2	3.54	6.6	8.78	1.84	6.76	5.22	12.46	6.32	2.24	1.4	6.54	0.5	0.88	0.72	1	5.46	8.64	0.2	4	2.96	1.6	21.38	5.52	4.3	3.54	4.6	1.92	8	0.3	1.78	7.34	3.24	1.06	3.1	110.66	1.1	6.92	6.8	12.22	8.12	3.92	0	0	0	0	0	0	0	
7	553	0.6	5.38	0	2.34	2.58	16.1	4.54	0	9.58	2.56	0.54	3.58	4.82	6.04	1.24	3.66	2.08	2.98	0.96	3.48	3.94	5.38	5.9	4.62	0	1.26	3.74	3.22	1.5	21.64	2.74	6.36	3.94	3.92	9.28	12.94	3.28	2.02	0.6	0.24	2.44	5.76	1.98	8.98	14.32	1.16	1.1	4.86	2.72	1.24	4.02	4.6	13.02	0	1.76	2.88	9.7	2.34	3.46	131.06	0.7	0.76	1.92	6.9	4.9	0	0	9.78	0	0	0	0	0	
8	808	7.68	21.06	0	13.62	3.86	6.18	7.56	18.14	0	11.06	5.82	8.32	21.18	12.68	6.26	7.68	16.06	13.44	5.74	11.92	11.88	8.36	9.74	3.76	10.98	18.9	13.74	12.64	9.34	9.24	10.58	20.1	9.52	6.16	6.02	18.48	9.34	5.82	10.74	7.58	9.48	13.98	6.4	10.3	7.46	8.8	13.4	7.1	7.98	5.32	8.32	8.42	15.5	17.26	6.64	11.92	6.68	6.64	14.38	114.16	8.6	9.4	7.82	16.66	9.54	0	0	0	0	0	0	3.56	0	
9	359	1.62	5.1	0	0.9	4.88	5.26	1	2.2	6.62	0	3.32	1.5	2.24	5.44	3.06	3.68	10.56	1.46	0.8	0.88	4.16	1.52	12.68	1.86	1.76	8.64	2.46	1.64	0.94	2.5	18.22	5.74	2.04	0.6	2.82	1.5	4.56	3.12	0.9	2.4	2.18	5.36	0.84	4.08	2.22	3.1	3.16	3.26	0.98	0.6	0.6	4.24	8.44	15.66	1.16	0.82	2.2	1.52	2.34	118.32	1.66	1	1.14	17.48	0.68	0	0	0	10.56	0	0	0	0	
10	346	0	3.06	0	0	0.5	1.96	0	1.2	2.44	2.58	0	0.9	0.42	1.1	0.32	0.2	2.72	0	9.6	10.2	0.2	0	0	0.6	0	0.94	1.2	0.06	0.56	0.38	0	0.02	0.84	3.22	0.96	0	0.28	0.06	0	0.34	0	1.1	0	2.88	4.06	0.38	4	2.02	0	0	0.12	1.86	5.78	0	0	0	0.32	0	0	96.68	1.26	0	0.24	2.64	0	0	0	0	0	0	4.52	0	0	
11	667	4.5	8.02	0	4.5	5.3	6.28	5.3	6.48	7.72	4.62	4.5	0	4.5	7.44	5.1	4.68	4.5	4.82	4.5	4.7	6.06	4.5	4.98	5.1	4.5	5.28	4.98	4.5	4.5	6.62	4.5	4.5	6.6	4.5	5.46	4.5	7.52	4.5	4.5	4.5	4.78	5.9	4.5	9.08	6.54	4.5	6.1	6.76	4.5	4.5	4.54	6.42	10.14	4.5	4.5	4.5	4.5	4.5	4.5	126.94	4.9	4.54	4.94	8.88	4.5	1.48	0	0	0	0	0	0	0	
12	449	0.32	4.94	0	13.32	1.8	2.34	6.78	8.06	11.62	6.76	0.64	0.9	0	8.76	6.34	6.34	6.68	4.32	7.2	7.54	5.44	15.16	5.02	0.6	0.34	3.64	11.06	12.1	6.3	8.94	6.52	9.24	7.22	0.16	0.96	3.2	6.88	14.42	3.1	10.72	7.1	9.46	4.2	12.02	10.1	13.14	7.72	7.24	3.44	6.4	4.46	12.12	19.72	8.66	5.36	0.92	2.24	2.42	4.5	131.18	1.8	6.48	9.24	6.3	0	0	0	13.28	0	0	0	0	0	
13	395	5.82	5.48	4.72	2.44	0.64	7.9	0.92	7.56	6.9	8.28	3.04	6.4	6.68	0	4.7	13.44	13.46	1.62	1.58	6.86	15.72	10.16	6.84	3.6	12.58	10.28	3.64	2.06	1.66	8.52	0.64	5.8	3.96	0	4.78	19.68	17.26	7.8	13.42	11.04	0.72	12.46	7.3	11.32	8.62	13.94	3.34	2.54	2.38	0.9	8.88	5.08	27.86	15.28	3.16	3.32	1.7	6.9	24.44	113.74	7.3	5.36	1.04	4.82	0	0	0	0	0	0	0	0	0	
14	409	0.6	4.54	0	2.58	2.98	1.92	0.58	1.24	2.56	2.24	0.32	1.46	4	1.8	0	0.2	3.42	1	0.92	3.42	1.24	0.32	0	0.6	0.72	1.44	1.62	1.24	1	1.3	0.8	3.06	1.76	6.74	1.2	0.76	5.8	1.96	3.06	0.6	0.88	11.52	0.1	4.06	3.6	0.56	2.12	2.44	1.6	0.22	0.52	1.92	8.14	6.32	0	1.96	0.24	0.7	1.64	85.92	0.78	8.8	1.12	3.44	1.24	0	0	0	0	0	4.66	0	0	
15	783	0.6	4.48	0	2.56	3.4	2.62	8.08	4.88	3.5	1.88	0.6	1.5	10.92	12	0.44	0	4.04	3.16	0.94	7.26	0.94	1.48	0.3	1.2	0.6	2.96	7.24	11.28	8.64	10.42	4.42	2.76	1.46	2.3	1.26	0.6	0.3	0.4	1.72	0.94	1.12	1.5	0.74	2.74	0.9	1.1	5.88	8.8	1.52	1.2	2.1	2.52	5.96	0.3	1.64	1.2	5.14	0.3	6.1	109.48	0.48	1.4	3.28	6.74	2.44	0	0	0	13.36	0	0	0	0	
