8,16,1377
16,8,1085
8,17,1064
50,8,1034
17,8,1020
10,8,978
51,8,930
9,8,760
8,50,490
8,10,472
18,8,450
8,51,417
8,30,399
8,9,349
30,8,340
9,10,333
9,35,330
9,51,330
9,24,330
9,31,330
9,27,330
9,30,318
9,55,315
9,14,315
9,15,315
9,18,315
9,19,315
9,25,315
9,26,315
9,28,315
9,29,315
9,32,315
9,33,315
9,34,315
9,36,315
9,37,315
9,38,315
9,39,315
9,43,315
9,47,315
9,12,306
9,13,306
9,41,303
9,40,300
9,42,300
9,44,300
9,45,300
9,46,300
9,48,300
9,22,300
9,21,300
9,20,300
9,49,300
9,17,300
9,54,300
9,53,300
9,52,300
9,50,300
9,16,300
8,23,291
9,11,285
8,39,285
23,8,267
8,11,264
23,48,252
8,31,243
8,27,237
23,40,237
23,41,237
23,42,237
8,15,234
8,35,234
8,19,234
8,47,231
8,55,231
8,43,231
23,53,219
23,54,219
53,8,219
23,43,219
8,18,215
23,12,210
52,8,204
23,50,204
8,14,201
23,20,201
12,35,189
8,40,183
23,52,183
23,17,183
13,51,171
23,21,165
23,37,165
23,18,165
33,8,165
9,23,162
23,10,162
8,53,159
40,8,159
8,52,156
8,33,153
23,13,153
23,49,147
12,39,147
23,38,147
23,29,147
8,24,144
13,55,141
23,46,141
12,31,141
24,9,141
23,24,141
10,9,141
8,49,141
12,30,138
30,12,138
39,8,138
8,12,138
23,30,135
8,25,135
14,9,135
12,29,135
8,28,132
8,32,132
23,36,132
23,26,129
11,23,129
23,32,129
23,22,129
23,16,129
23,34,129
8,36,129
8,34,129
8,29,129
8,26,129
8,22,129
8,21,129
8,20,129
8,13,129
10,23,126
8,48,126
8,42,123
8,37,123
8,44,123
8,38,123
8,45,123
8,54,123
8,46,123
8,41,123
24,8,120
46,23,117
12,36,117
24,11,117
49,8,117
24,23,117
12,23,114
11,8,114
23,44,111
23,28,111
31,8,111
23,19,111
11,15,108
12,32,108
13,50,108
10,11,105
31,12,105
12,34,105
12,37,105
12,38,105
14,8,105
30,24,105
12,47,105
35,12,105
11,9,105
12,41,102
51,13,99
11,27,99
13,53,96
15,11,96
48,23,96
11,13,96
42,23,93
12,28,93
41,23,93
11,14,93
24,30,93
23,25,93
13,23,93
10,24,93
40,23,93
24,10,93
11,24,93
23,33,93
23,14,93
13,9,90
46,19,90
13,48,90
46,27,90
46,31,90
46,15,90
13,49,90
46,11,90
13,54,90
30,28,90
30,32,90
30,36,90
12,8,90
12,9,90
23,9,90
12,27,90
12,44,90
46,35,90
30,20,90
30,16,90
23,45,90
12,45,87
54,23,87
12,43,87
53,23,87
12,40,87
13,52,87
43,23,87
12,33,87
11,19,87
11,17,87
50,23,84
11,12,84
12,42,84
12,46,84
14,13,81
10,25,81
20,23,81
24,12,81
24,13,81
30,9,81
11,25,81
10,16,78
10,14,78
10,17,78
10,18,78
10,32,78
10,33,78
10,34,78
10,19,78
14,33,75
24,22,75
17,23,75
24,25,75
24,26,75
30,23,75
24,54,75
24,27,75
24,28,75
24,29,75
24,31,75
24,32,75
24,33,75
24,34,75
24,35,75
24,36,75
24,37,75
24,38,75
24,55,75
24,39,75
24,44,75
24,40,75
24,41,75
19,11,75
24,42,75
24,43,75
24,45,75
23,51,75
24,46,75
24,47,75
23,31,75
24,48,75
24,49,75
11,26,75
24,50,75
24,51,75
52,23,75
24,52,75
24,14,75
39,12,75
24,15,75
24,16,75
24,17,75
24,53,75
24,18,75
14,17,75
14,21,75
24,19,75
24,20,75
14,25,75
14,29,75
24,21,75
13,11,72
12,11,72
13,43,72
13,47,72
10,13,69
27,8,69
27,9,69
21,23,69
31,9,69
51,9,69
10,12,69
37,23,69
18,23,69
35,9,69
10,30,66
55,9,66
19,8,66
38,9,66
25,9,66
35,8,66
37,9,66
26,9,66
34,9,66
33,9,66
15,8,66
28,9,66
29,9,66
36,9,66
32,9,66
10,48,63
10,49,63
10,50,63
10,51,63
10,52,63
10,53,63
10,54,63
10,55,63
55,8,63
10,26,63
38,23,63
10,47,63
10,46,63
10,45,63
10,44,63
10,43,63
10,42,63
10,41,63
10,40,63
10,38,63
10,37,63
10,36,63
10,35,63
10,31,63
10,29,63
10,28,63
10,27,63
18,9,63
19,9,63
27,11,63
10,21,63
29,23,63
10,15,63
10,22,63
10,20,63
47,9,63
47,8,63
15,9,63
49,23,63
43,9,63
43,8,63
39,9,63
41,9,63
50,9,60
25,8,60
17,9,60
52,9,60
20,9,60
16,9,60
10,39,60
40,9,60
32,8,60
53,9,60
49,9,60
48,9,60
21,9,60
54,9,60
36,23,60
42,9,60
46,9,60
45,9,60
44,9,60
23,27,60
22,9,60
11,16,57
11,10,57
11,18,57
25,11,57
34,23,57
26,23,57
16,23,57
32,23,57
23,47,57
55,13,57
23,11,57
22,23,57
23,55,54
23,39,54
23,35,54
19,23,51
44,23,51
28,23,51
29,12,51
50,13,48
28,8,48
32,12,48
14,23,45
47,12,45
13,8,45
13,10,45
13,14,45
25,23,45
14,11,45
26,8,45
13,24,45
28,12,45
12,10,45
29,8,45
33,23,45
38,12,45
37,12,45
36,12,45
36,8,45
34,12,45
34,8,45
12,48,45
21,8,45
20,8,45
12,49,45
12,24,45
22,8,45
48,8,42
44,12,42
45,23,42
27,12,42
48,13,42
41,12,42
49,13,42
54,13,42
31,23,39
51,23,39
41,8,39
23,15,39
54,8,39
42,8,39
40,12,39
43,12,39
38,8,39
11,22,39
44,8,39
26,11,39
37,8,39
33,12,39
17,11,39
11,20,39
46,8,39
52,13,39
45,12,39
45,8,39
11,21,39
47,13,36
46,12,36
13,12,36
12,13,36
27,23,36
42,12,36
53,13,36
43,13,36
18,11,33
25,10,33
47,23,33
13,30,33
16,11,33
13,35,30
13,32,30
12,52,30
55,23,30
12,51,30
13,34,30
13,45,30
12,22,30
13,33,30
12,21,30
13,44,30
12,50,30
13,36,30
12,20,30
13,42,30
12,18,30
35,23,30
13,37,30
13,38,30
13,39,30
13,40,30
12,19,30
13,41,30
12,14,30
12,15,30
13,16,30
13,15,30
13,17,30
13,18,30
13,19,30
13,20,30
13,21,30
13,22,30
12,26,30
12,25,30
12,55,30
13,25,30
12,54,30
13,26,30
12,16,30
13,27,30
39,23,30
13,46,30
13,28,30
12,53,30
13,29,30
30,10,30
13,31,30
12,17,30
22,11,27
20,11,27
21,11,27
15,23,27
55,14,24
14,55,24
39,14,21
30,13,21
14,39,21
36,30,18
32,30,18
32,10,18
33,10,18
14,10,18
31,46,18
35,46,18
11,46,18
34,10,18
18,10,18
28,30,18
16,10,18
16,30,18
19,10,18
15,46,18
17,10,18
27,46,18
20,30,18
19,46,18
49,10,15
11,28,15
41,10,15
28,10,15
41,24,15
54,24,15
27,24,15
20,24,15
42,10,15
48,24,15
28,24,15
40,24,15
40,10,15
29,10,15
21,10,15
53,10,15
39,24,15
29,14,15
29,24,15
39,10,15
49,24,15
15,24,15
38,24,15
30,11,15
18,24,15
46,24,15
55,10,15
17,24,15
17,14,15
47,10,15
46,10,15
47,24,15
45,24,15
25,14,15
52,10,15
25,16,15
45,10,15
25,18,15
25,19,15
25,24,15
44,24,15
25,32,15
19,24,15
44,10,15
26,10,15
52,24,15
43,24,15
48,10,15
26,24,15
43,10,15
16,24,15
20,10,15
42,24,15
27,10,15
30,35,15
53,24,15
34,24,15
14,24,15
50,24,15
30,37,15
30,38,15
30,39,15
30,40,15
33,24,15
30,41,15
33,14,15
30,42,15
30,43,15
30,44,15
30,45,15
30,46,15
30,47,15
32,24,15
30,48,15
51,10,15
30,49,15
30,50,15
30,51,15
30,52,15
30,53,15
31,24,15
30,54,15
22,24,15
30,55,15
31,10,15
51,24,15
21,14,15
30,14,15
38,10,15
30,15,15
21,24,15
30,17,15
37,24,15
30,18,15
50,10,15
30,19,15
37,10,15
30,21,15
30,22,15
36,24,15
15,10,15
55,24,15
30,33,15
22,10,15
35,10,15
54,10,15
35,24,15
30,31,15
30,29,15
30,27,15
30,26,15
36,10,15
30,25,15
30,34,15
49,12,9
48,12,9
20,13,6
55,12,6
21,13,6
20,12,6
51,12,6
19,12,6
21,12,6
19,13,6
50,12,6
22,12,6
22,13,6
41,13,6
28,13,6
40,13,6
29,13,6
39,13,6
54,12,6
53,12,6
38,13,6
15,13,6
